customer_id,age,gender,tenure,num_claims,claim_amount_total,policy_type,premium,payment_method,region,previous_renewals,satisfaction_score,has_complaint,churn
105891,63,F,1,1,1965.05,basic,3524.74,credit_card,south,0,7.9,0,0
105892,83,F,19,2,8120.63,standard,2987.63,credit_card,north,17,5.0,0,0
105893,53,M,6,1,7661.75,basic,3520.45,credit_card,east,4,9.4,1,0
105894,82,M,16,1,10097.7,basic,3616.24,credit_card,east,17,7.8,0,0
105895,80,F,4,0,5615.29,basic,3529.46,bank_transfer,south,4,3.8,1,1
105896,52,M,10,0,116.71,standard,2516.02,credit_card,west,12,5.8,0,0
105897,48,M,10,2,2450.95,basic,3461.17,credit_card,north,10,8.0,0,0
105898,45,F,10,0,2948.54,basic,3714.61,credit_card,south,9,10.0,0,0
105899,18,F,16,2,5232.73,standard,3724.53,credit_card,south,16,5.9,0,0
105900,42,M,18,1,5290.58,basic,3335.13,credit_card,north,18,7.7,0,0
105901,60,M,7,2,2452.86,basic,2452.29,bank_transfer,west,5,5.2,0,0
105902,84,F,19,0,7786.1,basic,3402.0,credit_card,south,18,7.7,0,1
105903,80,M,13,1,3631.21,premium,5489.72,credit_card,south,13,6.5,0,0
105904,68,F,9,1,1609.76,standard,2981.99,credit_card,south,10,4.0,0,0
105905,19,M,6,2,76.17,standard,3085.44,credit_card,east,8,5.7,0,0
105906,81,M,1,0,9026.4,standard,3407.35,credit_card,east,0,10.0,0,0
105907,26,M,16,2,7543.09,standard,3406.05,credit_card,west,16,5.4,1,0
105908,19,F,0,0,6312.78,basic,3592.96,bank_transfer,east,0,7.2,0,0
105909,51,F,12,1,2957.93,standard,3330.09,bank_transfer,west,10,7.1,0,0
105910,77,M,18,3,14583.58,standard,3270.26,bank_transfer,north,16,5.3,0,1
105911,78,F,13,1,7617.76,standard,3633.71,cash,north,13,5.4,0,0
105912,48,F,17,1,10114.33,basic,3642.74,bank_transfer,west,16,7.1,0,0
105913,27,F,19,1,9318.83,basic,3316.48,credit_card,north,18,7.3,0,0
105914,53,F,13,1,385.17,basic,3766.13,bank_transfer,north,14,6.7,0,0
105915,66,M,14,0,3030.86,standard,2780.53,credit_card,west,12,6.1,0,0
105916,66,M,13,0,8670.82,standard,3142.98,credit_card,north,14,6.5,0,0
105917,20,F,4,0,4444.46,premium,6026.23,credit_card,north,3,6.4,0,0
105918,22,F,15,1,1439.43,premium,5849.33,credit_card,north,17,8.0,0,0
105919,78,M,4,0,2444.62,standard,3463.94,bank_transfer,south,6,7.4,0,1
105920,43,M,12,2,9082.7,standard,2869.04,credit_card,east,14,6.2,0,0
105921,22,F,15,1,3791.93,basic,2523.91,credit_card,east,15,5.0,0,0
105922,32,M,14,0,2845.78,basic,3172.26,bank_transfer,east,14,5.1,0,0
105923,33,F,4,0,5105.5,basic,3269.84,bank_transfer,north,3,6.8,0,0
105924,18,M,5,2,7375.3,premium,5577.76,bank_transfer,east,6,3.4,0,1
105925,33,F,12,0,9797.01,standard,2797.53,credit_card,west,12,7.7,1,0
105926,54,M,15,0,8144.13,basic,3386.45,credit_card,east,14,6.7,0,0
105927,20,M,9,2,6041.08,basic,3062.85,bank_transfer,west,11,4.8,0,0
105928,69,M,1,1,318.77,standard,3079.83,bank_transfer,west,3,4.2,1,0
105929,64,F,12,0,10541.65,standard,3427.38,credit_card,north,10,7.1,0,0
105930,30,F,16,0,3089.22,standard,3203.5,credit_card,east,17,7.5,0,0
105931,72,F,0,0,6275.62,standard,2754.37,credit_card,south,0,9.2,0,0
105932,38,M,3,3,13462.5,standard,2990.97,credit_card,south,2,4.7,0,0
105933,83,F,17,0,2879.98,basic,3555.52,credit_card,west,19,9.1,0,0
105934,71,F,5,0,7011.36,basic,3313.69,bank_transfer,west,5,7.2,0,0
105935,44,F,11,1,2905.58,standard,2802.53,bank_transfer,south,11,6.8,0,0
105936,55,F,19,2,6051.95,basic,2889.14,credit_card,north,18,8.8,0,0
105937,75,M,12,0,3869.15,basic,3631.97,bank_transfer,north,12,7.8,1,0
105938,79,F,1,0,7439.94,standard,2489.86,bank_transfer,west,0,7.6,0,0
105939,63,F,16,0,4912.12,standard,3065.92,cash,west,14,6.2,0,1
105940,28,F,9,2,11654.74,premium,5102.71,credit_card,south,9,4.6,0,0
105941,25,F,18,0,3839.65,standard,3376.74,bank_transfer,west,16,7.7,1,0
105942,81,M,4,0,16032.73,premium,5060.66,credit_card,east,5,8.1,0,0
105943,38,F,11,1,10658.47,premium,5485.04,bank_transfer,west,9,6.7,1,1
105944,80,M,17,0,6579.28,standard,3961.48,credit_card,north,18,6.6,0,0
105945,81,M,8,1,4231.12,basic,3134.82,bank_transfer,south,6,4.5,0,0
105946,37,F,10,1,10531.54,basic,2828.61,credit_card,east,10,5.8,0,0
105947,25,M,3,0,517.56,standard,3171.54,bank_transfer,west,1,8.3,0,0
105948,75,M,9,0,7157.83,premium,5067.12,credit_card,south,9,7.5,1,0
105949,63,F,0,0,3284.44,standard,2820.28,credit_card,west,0,5.1,0,1
105950,48,M,1,0,4265.14,basic,3310.56,credit_card,south,0,7.1,0,0
105951,26,M,8,1,490.98,standard,2685.01,credit_card,east,9,9.8,0,0
105952,32,M,17,1,494.73,premium,5124.76,credit_card,west,19,10.0,0,0
105953,43,M,15,0,1108.46,basic,3221.47,credit_card,north,13,5.4,0,0
105954,27,M,13,0,977.5,basic,3588.17,cash,east,13,5.2,0,1
105955,46,M,3,1,7242.71,basic,3305.62,bank_transfer,west,5,5.6,0,0
105956,53,M,1,3,5125.66,standard,3412.34,credit_card,east,0,4.8,0,0
105957,54,M,11,1,11727.13,premium,4942.53,credit_card,west,11,6.5,1,0
105958,40,M,19,0,3579.05,standard,4066.58,credit_card,west,19,4.6,0,0
105959,58,F,4,2,3299.32,standard,2952.83,bank_transfer,west,6,6.5,0,0
105960,45,M,3,0,7772.57,standard,3296.08,bank_transfer,east,3,5.8,0,0
105961,65,F,14,0,2204.66,standard,3359.79,credit_card,east,16,7.0,0,0
105962,55,M,2,0,7707.71,standard,2747.5,credit_card,north,0,6.4,0,0
105963,48,F,16,0,3708.02,basic,3190.98,credit_card,south,14,6.3,0,0
105964,31,F,7,0,2086.3,premium,5376.51,credit_card,north,5,5.3,0,0
105965,46,M,11,3,4410.88,basic,3437.97,bank_transfer,north,10,4.7,0,1
105966,68,M,7,1,5781.51,standard,3280.09,credit_card,south,9,4.7,0,0
105967,66,M,19,2,6357.74,standard,3842.57,credit_card,east,17,4.2,0,0
105968,60,F,19,1,8272.18,premium,5890.22,credit_card,north,18,5.1,0,0
105969,22,M,4,2,7163.82,basic,3006.33,credit_card,west,3,6.3,0,0
105970,59,F,5,1,3499.36,premium,4784.46,bank_transfer,north,4,4.2,0,0
105971,24,M,4,2,5516.99,basic,2622.34,cash,south,2,7.7,0,0
105972,59,M,7,0,1057.03,standard,3327.48,credit_card,east,7,8.6,0,0
105973,53,F,17,0,4637.3,standard,3903.3,credit_card,south,15,10.0,0,0
105974,44,F,3,1,5597.7,basic,3150.73,bank_transfer,west,2,5.0,0,0
105975,75,M,3,2,6283.54,basic,2992.85,bank_transfer,west,4,5.8,0,0
105976,63,F,4,1,15011.21,standard,3491.35,bank_transfer,east,2,5.8,0,0
105977,83,M,14,0,3900.09,premium,4944.47,credit_card,north,12,6.0,0,0
105978,42,F,5,2,11152.48,standard,3060.4,credit_card,east,5,4.8,0,0
105979,44,F,15,0,1254.38,premium,4879.16,bank_transfer,east,13,9.3,0,0
105980,18,F,13,2,5052.19,basic,3523.75,cash,north,11,7.3,0,0
105981,59,M,13,2,5702.7,standard,2808.24,credit_card,north,12,5.0,0,0
105982,69,M,15,1,3946.34,premium,5697.41,credit_card,north,14,7.6,0,0
105983,42,F,3,1,435.9,standard,2899.96,credit_card,north,4,7.5,0,0
105984,71,M,10,1,34.42,standard,3981.22,credit_card,north,9,4.3,0,1
105985,84,F,18,0,3073.59,basic,2467.18,bank_transfer,north,20,6.6,0,0
105986,23,M,18,1,1486.6,premium,5467.69,bank_transfer,north,18,8.3,0,0
105987,75,M,7,1,4217.43,premium,5295.98,credit_card,east,5,3.0,0,0
105988,70,F,9,0,979.88,standard,2999.9,bank_transfer,west,7,6.5,0,0
105989,83,M,4,1,21233.22,standard,3912.33,credit_card,north,6,6.6,0,1
105990,75,F,15,0,4109.11,standard,3927.17,bank_transfer,south,15,6.3,0,0
105991,19,F,2,0,3394.73,standard,3294.29,credit_card,south,4,6.1,0,0
105992,39,F,9,0,3655.51,standard,2987.86,bank_transfer,north,11,7.6,0,0
105993,54,M,12,0,4208.8,standard,3065.65,bank_transfer,north,12,7.0,0,0
105994,37,F,6,2,320.78,standard,2751.44,bank_transfer,east,4,2.4,0,0
105995,41,F,11,0,3401.56,standard,3421.89,credit_card,south,9,6.4,0,0
105996,82,M,13,0,4104.55,basic,2571.45,credit_card,east,13,4.6,0,0
105997,82,M,9,1,10646.14,basic,3217.8,credit_card,north,8,6.7,0,0
105998,18,M,8,2,809.15,standard,3213.17,credit_card,south,8,4.7,0,0
105999,20,F,11,1,7537.6,premium,4786.95,credit_card,west,13,7.7,0,0
106000,63,F,2,0,3337.8,standard,3233.32,credit_card,east,4,3.4,0,0
106001,72,F,12,0,9520.98,premium,5080.38,credit_card,east,10,7.1,0,0
106002,81,F,5,0,3471.81,standard,3111.63,credit_card,east,5,6.9,0,0
106003,62,M,5,3,21839.21,premium,5065.52,bank_transfer,south,5,3.4,0,1
106004,43,M,18,0,2949.82,standard,3150.65,credit_card,east,16,7.8,0,0
106005,82,M,6,0,7986.82,premium,5003.47,credit_card,west,8,8.7,0,1
106006,41,M,3,1,5462.46,standard,3277.91,credit_card,east,1,6.8,0,0
106007,52,M,4,1,1809.95,premium,5524.92,credit_card,south,5,5.7,0,0
106008,41,F,0,0,1842.56,standard,3323.19,bank_transfer,north,2,4.2,0,0
106009,45,F,17,0,2125.57,standard,3745.13,credit_card,east,17,5.9,0,0
106010,33,M,16,0,1861.42,premium,4723.03,credit_card,north,15,7.9,0,0
106011,76,F,8,0,2744.36,basic,2826.48,bank_transfer,south,7,9.3,0,0
106012,71,F,8,0,6411.65,standard,2752.26,bank_transfer,south,7,7.6,0,0
106013,33,M,9,1,9908.28,premium,4727.16,bank_transfer,east,9,4.1,0,0
106014,32,F,19,1,11849.51,basic,3214.49,bank_transfer,east,19,6.3,0,0
106015,28,M,16,1,3273.68,premium,4834.24,cash,south,15,7.3,0,0
106016,82,F,12,2,2883.15,standard,3107.45,credit_card,east,11,3.3,0,1
106017,60,F,3,0,6663.47,standard,2805.22,credit_card,east,4,6.4,0,0
106018,30,F,17,1,8291.25,standard,3861.47,credit_card,north,15,7.8,0,0
106019,27,M,17,0,1514.05,standard,3277.36,credit_card,north,16,7.2,0,0
106020,58,M,8,0,8262.16,standard,3846.22,credit_card,west,7,5.3,0,0
106021,67,M,2,0,2604.67,standard,3656.0,credit_card,south,3,7.8,0,0
106022,76,F,6,0,4087.32,basic,3037.03,credit_card,west,4,6.8,0,0
106023,56,F,14,0,3106.87,standard,3238.37,bank_transfer,east,13,8.8,0,0
106024,20,M,8,1,1265.28,basic,3469.87,bank_transfer,east,9,4.1,0,0
106025,24,F,8,1,9347.55,premium,4575.03,cash,west,10,6.2,0,0
106026,66,M,3,0,4212.85,basic,3386.6,credit_card,north,1,4.1,1,0
106027,43,M,17,2,2676.13,basic,3948.34,bank_transfer,east,15,4.6,1,1
106028,50,F,16,3,9846.67,premium,4993.84,bank_transfer,north,18,7.3,0,0
106029,65,F,5,1,4109.57,standard,3142.38,credit_card,south,4,8.0,0,0
106030,19,M,6,1,8924.97,basic,2893.4,cash,south,8,9.5,0,0
106031,49,M,9,0,4434.32,standard,3581.28,credit_card,south,8,5.9,0,0
106032,21,M,9,1,1861.63,basic,3854.94,credit_card,south,8,9.2,0,0
106033,37,M,5,1,2386.87,premium,4569.12,credit_card,south,6,8.7,1,1
106034,53,F,5,1,3357.11,standard,3135.65,cash,east,6,6.0,0,0
106035,49,F,18,1,4594.14,basic,3505.25,cash,east,18,6.8,0,0
106036,45,M,7,0,215.53,standard,3421.41,credit_card,east,5,6.2,0,1
106037,18,M,8,1,10266.86,basic,2898.22,credit_card,west,9,7.7,0,0
106038,77,F,0,0,4139.05,standard,2791.22,credit_card,north,0,4.8,0,0
106039,73,F,15,0,541.65,standard,3908.74,bank_transfer,east,14,5.8,0,0
106040,52,F,5,0,5301.82,standard,2478.41,cash,north,6,7.3,1,0
106041,47,M,7,1,9078.4,premium,5190.83,bank_transfer,east,7,7.2,0,0
106042,71,F,14,0,1047.63,premium,5069.6,credit_card,west,13,7.6,0,0
106043,53,M,11,0,1023.88,basic,3082.69,credit_card,south,13,5.3,0,1
106044,72,F,9,2,20957.77,basic,3871.88,bank_transfer,north,10,4.2,0,1
106045,75,F,15,0,2461.44,standard,3313.17,cash,north,13,6.3,0,0
106046,82,M,14,2,2238.58,standard,3872.24,credit_card,west,14,2.9,0,0
106047,68,M,10,0,211.71,basic,3763.09,credit_card,west,10,8.3,1,0
106048,39,M,6,2,6.64,premium,5563.95,credit_card,east,6,7.7,0,0
106049,70,M,7,1,6132.04,premium,4564.39,credit_card,east,6,7.8,0,0
106050,53,M,10,0,2453.7,premium,5195.57,credit_card,north,9,7.5,0,0
106051,53,F,8,1,359.31,standard,3628.59,credit_card,east,9,6.1,0,0
106052,69,M,6,3,8719.1,standard,3611.3,credit_card,west,4,2.9,0,0
106053,70,F,14,2,822.92,basic,3340.55,bank_transfer,north,16,7.2,0,0
106054,67,F,14,1,9791.35,premium,5382.22,bank_transfer,west,13,7.2,0,0
106055,58,F,15,0,1735.86,basic,2917.6,bank_transfer,west,15,9.4,0,0
106056,35,M,2,0,2203.02,basic,2027.91,credit_card,north,2,7.0,0,0
106057,39,M,15,2,1585.15,basic,2987.17,credit_card,west,13,5.7,0,0
106058,83,M,14,0,738.96,standard,3977.71,bank_transfer,south,16,5.7,0,0
106059,38,M,0,0,8845.69,premium,4514.97,cash,east,1,8.2,0,0
106060,61,F,13,1,584.41,basic,3373.92,credit_card,south,14,7.3,0,1
106061,64,M,10,1,4552.95,basic,3501.82,credit_card,east,9,8.5,0,0
106062,56,M,2,1,12205.38,basic,2783.81,credit_card,north,4,7.9,1,1
106063,46,M,8,0,7021.54,standard,2993.33,bank_transfer,north,7,6.3,0,0
106064,71,F,5,1,15261.7,standard,2955.35,bank_transfer,south,4,4.4,0,0
106065,34,M,15,0,7206.75,basic,3289.87,credit_card,west,13,8.5,0,0
106066,77,M,10,0,35.97,standard,3417.14,credit_card,west,11,6.3,0,0
106067,48,M,17,0,187.54,basic,3570.53,credit_card,west,17,6.4,0,1
106068,66,F,16,0,6383.75,premium,4915.0,credit_card,east,14,7.0,0,0
106069,19,F,16,0,5494.06,basic,3867.81,bank_transfer,east,14,9.9,0,0
106070,65,M,2,0,11739.71,standard,3010.39,bank_transfer,south,2,7.7,0,0
106071,31,F,18,0,5595.89,standard,2422.42,credit_card,north,20,8.2,0,1
106072,76,M,14,0,6630.63,standard,2814.01,credit_card,south,14,9.2,0,1
106073,75,M,9,0,7249.22,standard,3042.27,credit_card,south,9,7.4,0,0
106074,75,M,7,1,14865.23,standard,2853.22,credit_card,north,7,5.7,0,0
106075,68,M,16,0,8103.63,basic,2864.05,credit_card,west,16,5.0,1,0
106076,19,F,3,1,7183.6,basic,3009.51,bank_transfer,south,4,5.8,0,0
106077,58,M,7,1,9436.91,standard,3667.25,cash,east,8,6.9,0,0
106078,33,F,1,1,3238.57,basic,3251.38,credit_card,east,0,7.3,0,0
106079,21,M,7,1,2335.91,standard,2766.54,bank_transfer,south,5,6.0,0,0
106080,29,F,6,3,6665.26,standard,3828.55,credit_card,north,8,4.5,0,0
106081,46,F,8,1,2983.25,premium,5497.58,credit_card,west,8,6.5,0,0
106082,24,F,17,2,7648.33,standard,2923.4,credit_card,east,19,5.4,1,0
106083,31,F,16,0,1873.17,basic,2934.84,credit_card,east,18,8.8,0,0
106084,29,F,0,4,5775.93,basic,2957.01,credit_card,south,2,6.7,1,1
106085,22,F,11,0,3755.3,basic,3411.82,credit_card,west,13,7.6,0,0
106086,49,M,3,1,2778.71,standard,3496.91,bank_transfer,north,4,5.7,0,0
106087,60,M,16,3,19.55,basic,2725.75,credit_card,east,16,5.8,0,0
106088,62,M,6,0,1529.23,standard,3108.04,bank_transfer,west,4,8.6,1,1
106089,26,M,2,1,5125.27,standard,3133.94,bank_transfer,north,1,6.7,0,0
106090,66,M,0,1,196.95,standard,3109.64,credit_card,east,1,6.9,0,0
106091,50,M,18,1,7234.51,standard,3155.74,bank_transfer,north,20,7.1,1,0
106092,35,F,1,3,11647.59,basic,3141.91,bank_transfer,east,0,5.5,0,0
106093,26,M,5,0,507.98,basic,3368.6,bank_transfer,south,5,7.7,0,0
106094,79,F,10,1,1591.32,premium,4540.84,credit_card,north,10,4.9,0,0
106095,74,M,3,0,5668.64,premium,5052.91,credit_card,north,5,6.8,0,0
106096,46,F,0,1,1545.35,basic,2152.38,bank_transfer,east,1,8.2,0,0
106097,42,M,10,0,3538.79,premium,4611.28,credit_card,west,9,7.3,0,0
106098,32,F,15,0,238.05,standard,2730.76,credit_card,north,17,8.2,1,0
106099,23,M,5,0,1910.63,premium,4692.26,credit_card,north,4,6.7,0,0
106100,59,M,10,1,753.69,standard,3373.28,cash,east,11,7.1,0,0
106101,46,F,7,1,6360.81,basic,2935.89,credit_card,west,5,5.2,0,0
106102,21,M,19,1,3305.85,basic,3730.07,bank_transfer,south,18,6.7,0,0
106103,74,M,0,3,8749.76,standard,3054.96,bank_transfer,west,0,3.4,0,0
106104,66,M,13,0,696.12,standard,3343.57,credit_card,south,12,9.1,0,0
106105,61,F,1,0,9944.7,basic,3429.01,bank_transfer,south,0,8.2,0,0
106106,31,M,5,1,8060.76,standard,2633.76,credit_card,west,5,7.7,0,0
106107,20,F,8,2,5631.2,basic,3232.51,cash,west,8,5.3,0,1
106108,79,M,13,0,1793.85,premium,5288.53,credit_card,east,12,7.6,0,0
106109,81,M,7,1,924.0,standard,3085.97,bank_transfer,west,6,6.3,1,0
106110,62,F,2,1,9832.8,premium,5546.23,credit_card,south,1,2.8,0,1
106111,75,M,9,0,2553.61,basic,3372.92,credit_card,north,10,5.8,0,1
106112,37,F,17,2,10681.2,basic,3096.64,credit_card,north,17,5.5,0,0
106113,75,M,19,0,2717.93,standard,3066.93,bank_transfer,west,21,7.2,0,0
106114,74,M,8,2,882.6,basic,3104.42,credit_card,south,8,5.4,0,0
106115,69,M,8,0,2519.45,standard,3585.56,credit_card,north,9,7.9,0,0
106116,54,F,18,0,4329.78,premium,5606.26,credit_card,west,17,6.7,0,0
106117,25,F,12,2,1345.54,basic,3359.7,bank_transfer,north,11,7.5,1,0
106118,61,F,0,2,2793.94,basic,2709.35,bank_transfer,south,1,6.5,0,0
106119,22,M,16,1,4120.58,premium,5153.7,bank_transfer,west,14,7.3,0,0
106120,48,M,3,1,13808.46,basic,2158.35,credit_card,east,4,4.9,0,1
106121,62,M,3,1,3260.76,standard,3386.47,cash,south,2,7.6,0,0
106122,26,F,15,2,6908.97,standard,3509.18,cash,west,15,7.6,0,0
106123,49,F,15,0,1622.83,standard,4355.31,credit_card,east,15,8.6,0,1
106124,50,M,14,0,3498.02,basic,3378.89,credit_card,west,14,6.8,0,0
106125,84,M,5,1,4255.33,standard,3551.68,bank_transfer,north,3,6.9,0,0
106126,47,M,4,2,9834.82,standard,3257.36,credit_card,west,6,6.2,0,0
106127,46,F,9,1,11932.26,basic,3181.33,bank_transfer,south,11,3.5,0,0
106128,20,F,6,1,2754.33,basic,3301.65,bank_transfer,north,5,7.7,0,0
106129,74,M,6,0,177.25,basic,3314.65,credit_card,north,6,6.5,0,0
106130,47,M,9,2,16861.11,standard,3184.52,credit_card,east,9,6.1,0,0
106131,26,M,9,1,12017.15,premium,5403.07,bank_transfer,north,9,5.5,0,1
106132,43,F,14,1,5257.23,basic,3871.21,credit_card,east,14,4.0,0,0
106133,19,F,5,1,9797.63,basic,3160.34,bank_transfer,south,6,7.4,0,0
106134,79,M,1,1,11653.73,basic,3473.53,bank_transfer,north,0,7.7,0,0
106135,20,F,7,0,916.11,standard,3625.73,credit_card,west,8,6.7,0,0
106136,63,M,19,0,6895.35,standard,3536.01,credit_card,east,17,7.5,0,0
106137,42,M,14,0,2904.3,basic,3652.92,credit_card,south,13,5.2,0,0
106138,68,F,17,0,3050.36,standard,2579.39,credit_card,north,17,6.9,0,1
106139,30,M,4,0,6079.83,standard,2911.94,bank_transfer,south,4,7.5,0,0
106140,61,F,3,0,10839.89,standard,3039.84,credit_card,north,4,8.9,0,0
106141,52,M,9,0,4825.51,basic,3237.57,credit_card,north,11,7.1,0,0
106142,72,M,18,0,6739.46,basic,3678.99,credit_card,south,19,5.0,0,0
106143,26,F,13,0,6704.91,basic,2993.11,credit_card,north,15,9.8,0,0
106144,19,M,12,1,10223.81,standard,2699.52,credit_card,west,11,7.2,0,0
106145,78,M,9,1,6588.15,standard,3175.99,credit_card,south,8,7.2,0,0
106146,58,F,5,1,4868.71,premium,4631.39,cash,west,4,6.7,0,0
106147,61,M,12,1,1984.78,basic,3017.28,bank_transfer,west,10,4.4,1,0
106148,81,M,10,1,6991.88,standard,2683.64,credit_card,north,9,6.5,0,0
106149,48,F,14,1,1783.72,premium,5862.37,credit_card,west,15,6.4,0,0
106150,64,M,1,3,7189.22,standard,3089.21,credit_card,north,2,6.8,0,0
106151,19,M,14,2,62.51,basic,3078.1,bank_transfer,north,16,5.1,0,0
106152,75,F,18,1,14307.92,standard,3025.87,credit_card,east,17,5.1,0,0
106153,61,M,16,1,1757.16,standard,3119.14,bank_transfer,north,18,6.7,0,0
106154,73,F,19,1,6531.42,standard,3986.55,credit_card,north,20,5.9,0,0
106155,60,M,17,0,1670.38,standard,2745.03,bank_transfer,west,17,6.4,0,0
106156,51,F,5,2,1646.95,standard,2988.17,cash,east,4,5.5,0,0
106157,47,M,14,2,7633.67,standard,3358.57,credit_card,east,12,7.3,0,0
106158,72,M,16,2,12763.17,basic,2911.72,credit_card,west,14,4.2,1,0
106159,84,F,8,1,95.98,basic,2786.95,bank_transfer,north,8,6.4,0,0
106160,30,M,11,2,8205.83,basic,2805.76,cash,north,13,4.9,0,0
106161,20,F,4,0,11275.79,standard,3117.34,cash,west,6,5.9,0,1
106162,43,M,13,1,15235.85,basic,3484.03,cash,north,15,5.1,0,0
106163,74,F,7,1,2390.99,standard,3528.93,credit_card,south,6,8.7,0,0
106164,41,M,16,0,2078.33,premium,5170.87,cash,south,18,6.6,0,0
106165,70,F,8,0,2908.64,standard,3354.13,credit_card,west,6,7.2,0,0
106166,60,F,2,0,5959.36,premium,5453.23,credit_card,south,0,9.7,0,0
106167,77,M,6,0,1459.67,standard,3261.85,credit_card,north,4,7.4,0,0
106168,75,M,11,1,7098.02,standard,3248.3,credit_card,north,13,3.7,0,0
106169,66,M,2,1,3552.29,basic,2788.52,credit_card,west,1,7.6,0,0
106170,59,M,8,2,1574.23,basic,2842.62,bank_transfer,west,6,4.5,0,0
106171,83,F,13,0,4583.01,basic,3821.53,bank_transfer,south,14,4.1,0,0
106172,28,M,17,0,526.31,basic,3232.02,credit_card,west,15,7.5,1,0
106173,35,F,10,2,384.81,standard,3166.19,credit_card,west,9,5.8,0,0
106174,69,M,3,1,3867.18,basic,4079.13,bank_transfer,west,1,6.2,0,1
106175,63,F,7,2,1268.46,premium,5031.08,credit_card,east,7,6.7,0,0
106176,61,M,17,1,2053.05,basic,3194.8,bank_transfer,west,17,5.7,0,0
106177,39,F,12,1,8706.59,standard,3324.38,credit_card,east,12,6.9,0,0
106178,70,M,3,1,864.46,standard,2441.68,credit_card,north,1,7.7,0,0
106179,76,M,9,1,2186.97,basic,2967.47,credit_card,north,8,6.2,1,0
106180,47,F,7,0,5262.44,standard,2876.08,credit_card,north,9,6.4,0,0
106181,25,M,11,0,7821.49,standard,2915.84,credit_card,south,10,5.7,0,0
106182,74,M,18,1,1642.32,premium,5896.55,credit_card,south,19,7.7,0,0
106183,37,F,11,2,12059.18,premium,4898.62,credit_card,south,12,8.2,1,0
106184,42,F,1,2,8186.19,premium,4740.9,cash,north,0,6.1,0,1
106185,36,M,7,0,9541.13,basic,3098.91,credit_card,east,5,7.7,0,0
106186,22,M,12,1,940.54,basic,2926.94,credit_card,south,12,5.7,0,0
106187,44,F,0,0,6698.03,basic,2877.59,bank_transfer,west,0,6.6,0,0
106188,57,M,2,1,6438.9,standard,2881.49,credit_card,east,4,8.4,0,0
106189,43,F,1,2,5266.12,basic,2896.8,credit_card,east,0,5.1,0,0
106190,44,F,19,2,6466.98,basic,2833.64,credit_card,east,21,7.1,0,0
106191,79,F,7,1,5919.49,standard,3413.68,bank_transfer,east,6,5.7,0,1
106192,67,M,2,0,10033.68,basic,3178.41,bank_transfer,east,4,4.1,0,0
106193,59,F,14,2,2012.31,premium,5148.17,credit_card,west,15,8.0,0,0
106194,46,M,1,0,10734.49,basic,3103.47,bank_transfer,south,3,9.2,0,0
106195,56,F,16,1,1221.86,basic,3135.41,credit_card,east,16,5.8,0,0
106196,77,M,5,1,6190.7,basic,3061.85,bank_transfer,west,6,8.2,0,0
106197,58,F,0,0,4198.01,basic,2246.42,bank_transfer,north,0,5.5,0,0
106198,50,F,3,0,1714.05,standard,3252.38,credit_card,south,2,8.9,0,0
106199,33,M,18,0,4491.01,premium,4935.82,bank_transfer,east,20,7.0,0,1
106200,40,M,6,1,1268.13,standard,3048.99,credit_card,east,8,5.5,1,0
106201,24,M,13,1,6079.84,standard,3383.21,credit_card,south,15,5.0,0,0
106202,43,M,13,0,7034.21,standard,3975.81,credit_card,east,11,9.5,0,0
106203,29,M,9,1,8813.8,basic,3528.62,cash,north,7,6.5,0,1
106204,22,M,6,0,5042.63,basic,2287.24,credit_card,east,7,8.9,0,0
106205,66,F,15,0,828.78,standard,3035.77,credit_card,south,15,6.7,0,0
106206,43,F,3,0,3426.21,basic,2956.2,bank_transfer,west,2,6.9,0,0
106207,22,M,6,1,6762.93,premium,4974.61,credit_card,west,4,5.3,0,0
106208,39,F,14,1,9150.17,premium,4594.9,bank_transfer,south,14,9.4,0,0
106209,30,F,16,0,2323.51,standard,3647.82,credit_card,south,18,6.3,0,0
106210,45,M,2,0,8850.84,standard,3185.01,credit_card,north,4,7.7,0,0
106211,50,M,15,1,6029.23,standard,3036.94,credit_card,east,15,4.5,1,0
106212,40,M,1,1,6551.85,standard,2788.85,credit_card,south,3,6.2,0,0
106213,35,F,6,0,2298.8,standard,3134.37,credit_card,north,4,7.5,0,0
106214,47,F,15,1,1027.72,basic,3639.98,cash,north,14,6.1,1,1
106215,43,F,8,1,346.06,standard,3322.26,bank_transfer,west,6,5.7,0,0
106216,33,M,11,3,6583.39,basic,2960.21,credit_card,south,13,2.2,1,0
106217,56,F,0,1,7683.43,basic,2897.76,bank_transfer,west,0,6.7,0,1
106218,50,M,13,1,5581.73,standard,3475.71,credit_card,south,15,6.4,0,0
106219,43,M,10,0,4755.09,basic,3314.91,bank_transfer,north,9,5.3,0,0
106220,65,M,17,2,1375.05,standard,2881.87,bank_transfer,south,18,6.4,1,1
106221,82,M,4,2,2201.95,standard,2726.6,credit_card,south,6,7.8,0,0
106222,55,F,14,1,9411.43,basic,3678.04,credit_card,west,15,4.7,1,0
106223,19,F,6,1,2486.0,standard,3494.77,credit_card,west,4,3.9,0,0
106224,23,F,13,0,2166.4,basic,3471.58,bank_transfer,west,11,4.7,0,0
106225,63,M,19,0,5173.87,premium,5663.59,credit_card,north,17,7.1,1,0
106226,67,F,7,0,7100.87,basic,2565.23,credit_card,east,9,5.6,0,0
106227,55,F,3,0,2976.34,basic,2316.72,credit_card,south,3,8.6,0,0
